game_id,mu_t14,sigma_t14,p_t14,mu_ch,sigma_ch,p_ch,d_mu,d_sigma,d_p,tier_t14,tier_ch
401636881,-10.08605228932269,22.326185493506248,0.2710674799034203,-17.934552203297713,18.408249335557127,0.10531659223822798,7.848499913975022,3.9179361579491214,0.1657508876651923,clear_lean,strong_lean
401628377,16.212234742878547,23.0072888871375,0.8135479279267495,12.522930117741334,17.607205056579705,0.8428975155915577,3.689304625137213,5.400083830557794,0.02934958766480822,clear_lean,clear_lean
401635560,17.136705213205616,21.05939847273263,0.8450655573475313,7.5684038348219715,16.777097602308228,0.7474299125108681,9.568301378383644,4.282300870424404,0.0976356448366632,clear_lean,clear_lean
401629043,13.536981959100759,20.897658125753914,0.8335968640495105,13.395316158577593,16.49395701615856,0.8659481316391792,0.14166580052316569,4.403701109595353,0.032351267589668664,clear_lean,strong_lean
401635562,14.645700400239036,20.836973566436725,0.8164764997205018,15.226045824267798,19.54547183945028,0.8370391400059267,0.5803454240287618,1.2915017269864464,0.02056264028542487,clear_lean,clear_lean
401636883,8.681710729787694,19.343692157544712,0.7471093636311663,4.211977285200337,17.201918866420485,0.6946784724830488,4.469733444587357,2.1417732911242275,0.0524308911481175,clear_lean,lean
401645336,18.22541506289632,21.85537867114428,0.8481028158628166,11.361818170373585,17.107735110871264,0.8095621938935427,6.863596892522736,4.747643560273016,0.03854062196927388,clear_lean,clear_lean
401645334,3.689638273207693,20.52741886555462,0.6715375544837112,-0.5865787963904956,18.8700874524049,0.5224298337242224,4.2762170695981885,1.6573314131497199,0.14910772075948886,lean,toss_up
401643794,21.27753315520281,20.369711431949927,0.8940980602829602,11.105060099166153,19.32810150656022,0.7885721127932204,10.172473056036658,1.0416099253897073,0.10552594748973987,strong_lean,clear_lean
401643721,13.575762247605965,19.654431599931144,0.8396144371143005,3.854024671378667,16.316271536265123,0.6916784390077544,9.721737576227298,3.3381600636660202,0.14793599810654612,clear_lean,lean
401628502,22.42681473210409,19.691651695909997,0.9212697003884927,12.05004394667924,16.915175782860093,0.8334157851844686,10.376770785424851,2.7764759130499037,0.08785391520402408,strong_lean,clear_lean
401645333,4.611315996937894,23.466611087725546,0.6682614269034726,3.24097279255525,22.502985228585413,0.6391430471364798,1.3703432043826442,0.9636258591401337,0.02911837976699272,lean,lean
